Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4,Gejala_5,Gejala_6,Gejala_7,Gejala_8,Gejala_9,Gejala_10,Gejala_11,Gejala_12,Gejala_13,Gejala_14,Gejala_15,Gejala_16,Gejala_17
Demam berdarah, ruam_kulit, kedinginan, nyeri_sendi, muntah, pembuluh_darah_bengkak, demam_tinggi, sakit_kepala, mual, kehilangan_nafsu_makan, pain_behind_the_eyes, sakit_punggung, rasa_tidak_enak_badan, nyeri_otot,bintik_merah_di_seluruh_tubuh,,,
Tifus, kedinginan, muntah, kelelahan, demam_tinggi, pembuluh_darah_bengkak, mual, sembelit, nyeri_perut, diare,tampak_toksik_(tifus),nyeri_perut,,,,,,
hepatitis A, nyeri_sendi, muntah, kulit_kekuningan, urine_gelap,kaki_bengkak, kehilangan_nafsu_makan, nyeri_perut, diare,demam_ringan, menguningnya_mata, nyeri_otot,,,,,,
Hepatitis B,gatal, kelelahan, lesu, kulit_kekuningan,kaki_bengkak, kehilangan_nafsu_makan, nyeri_perut, urine_kuning, menguningnya_mata, rasa_tidak_enak_badan, menerima_transfusi_darah,menerima_suntikan_tidak_steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan,kaki_bengkak, riwayat_keluarga,,,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, lesu, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, lesu, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut, pusing, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, pusing, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, pusing, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, pusing, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah, pusing,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat, nyeri_dada, pusing,,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas, lesu, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, lesu, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, berkeringat, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, berkeringat, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, diare, berjalan_sakit,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, diare,,,,,,,,,,,,
Vertigo posisional paroksismal, muntah, sakit_kepala, mual, gerakan_putar, diare,ketidakstabilan,,,,,,,,,,,
Jerawat, ruam_kulit, jerawat_bernanah, komedo, bekas_luka, diare,,,,,,,,,,,,
Infeksi saluran kemih, nyeri_saat_buang_air_kecil, ketidaknyamanan_di_kandung_kemih,bau_air_kencing_yang_tidak_sedap, rasa_terus_menerus_ingin_buang_air_kecil, diare,,,,,,,,,,,,
Psoriasis, ruam_kulit, nyeri_sendi, kulit_mengelupas, debu_serupa_perak, berkeringat, kuku_meradang,,,,,,,,,,,
Impetigo, ruam_kulit, demam_tinggi, lepuh, luka_merah_di_sekitar_hidung, berkeringat,,,,,,,,,,,,
Infeksi jamur,gatal, ruam_kulit, erupsi_kulit_nodul,bercak_diskromik, berkeringat,,,,,,,,,,,,
Alergi, bersin_terus_menerus, menggigil, kedinginan, mata_berair, sakit_kepala,,,,,,,,,,,,
GERD, sakit_perut, asam_lambung, bisul_di_lidah, muntah, sakit_kepala, nyeri_dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, sakit_kepala, nyeri_perut, menguningnya_mata,,,,,,,,,,
Reaksi obat,gatal, ruam_kulit, sakit_perut, nyeri_saat_buang_air_kecil, mual,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan_pencernaan, kehilangan_nafsu_makan, nyeri_perut, mual,gatal_dalam,,,,,,,,,,,
AIDS, otot_menyusut, bercak_di_tenggorokan, demam_tinggi, hubungan_di_luar_nikah, mual,,,,,,,,,,,,
Diabetes , kelelahan, penurunan_berat_badan, gelisah, lesu, mual, penglihatan_blur_dan_terdistorsi, obesitas, rasa_lapar_berlebihan,peningkatan_nafsu_makan, poliuria,,,,,,,
Gastroenteritis, muntah, mata_cekung, dehidrasi, diare, mual,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam_tinggi, sesak_napas, sakit_kepala, dahak_berlendir,,,,,,,,,,,
Hipertensi , sakit_kepala, nyeri_dada, pusing, kehilangan_keseimbangan, sakit_kepala,,,,,,,,,,,,
Migrain, asam_lambung, gangguan_pencernaan, sakit_kepala, penglihatan_blur_dan_terdistorsi, pembengkakan_sendi, leher_kaku,depresi, mudah_marah, gangguan_visual,,,,,,,,
Spondilosis servikal, sakit_punggung, kelemahan_di_tungkai, sakit_leher, pusing, pembengkakan_sendi,,,,,,,,,,,,
Kelumpuhan (perdarahan otak), muntah, sakit_kepala, kelemahan_satu_sisi_tubuh, perubahan_sensorium, berjalan_sakit,,,,,,,,,,,,
Jaundice (penyakit kuning),gatal, muntah, kelelahan, penurunan_berat_badan, berjalan_sakit, kulit_kekuningan, urine_gelap, nyeri_perut,,,,,,,,,
Malaria, kedinginan, muntah, demam_tinggi, berkeringat, berjalan_sakit, mual, diare, nyeri_otot,,,,,,,,,
Cacar air,gatal, ruam_kulit, kelelahan, lesu, berjalan_sakit, sakit_kepala, kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,bintik_merah_di_seluruh_tubuh,,,,,,
Demam berdarah, ruam_kulit, kedinginan, nyeri_sendi, muntah, berjalan_sakit, demam_tinggi, sakit_kepala, mual, kehilangan_nafsu_makan, pain_behind_the_eyes, sakit_punggung, rasa_tidak_enak_badan, nyeri_otot,bintik_merah_di_seluruh_tubuh,,,
Tifus, kedinginan, muntah, kelelahan, demam_tinggi, pembengkakan_sendi, mual, sembelit, nyeri_perut, diare,tampak_toksik_(tifus),nyeri_perut,,,,,,
hepatitis A, nyeri_sendi, muntah, kulit_kekuningan, urine_gelap, pembengkakan_sendi, kehilangan_nafsu_makan, nyeri_perut, diare,demam_ringan, menguningnya_mata, nyeri_otot,,,,,,
Hepatitis B,gatal, kelelahan, lesu, kulit_kekuningan, pembengkakan_sendi, kehilangan_nafsu_makan, nyeri_perut, urine_kuning, menguningnya_mata, rasa_tidak_enak_badan, menerima_transfusi_darah,menerima_suntikan_tidak_steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, berjalan_sakit, riwayat_keluarga,,,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, berjalan_sakit, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi,, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut,, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan,, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk,, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, berjalan_sakit, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah,,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat, nyeri_dada, berjalan_sakit,,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas, berjalan_sakit, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, kehilangan_keseimbangan, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, kehilangan_keseimbangan, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat,ketidakstabilan, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul,ketidakstabilan, berjalan_sakit,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan,ketidakstabilan,,,,,,,,,,,,
Vertigo posisional paroksismal, muntah, sakit_kepala, mual, gerakan_putar,ketidakstabilan,ketidakstabilan,,,,,,,,,,,
Jerawat, ruam_kulit, jerawat_bernanah, komedo, bekas_luka,ketidakstabilan,,,,,,,,,,,,
Infeksi saluran kemih, nyeri_saat_buang_air_kecil, ketidaknyamanan_di_kandung_kemih,bau_air_kencing_yang_tidak_sedap, rasa_terus_menerus_ingin_buang_air_kecil, kehilangan_keseimbangan,,,,,,,,,,,,
Psoriasis, ruam_kulit, nyeri_sendi, kulit_mengelupas, debu_serupa_perak, kehilangan_keseimbangan, kuku_meradang,,,,,,,,,,,
Impetigo, ruam_kulit, demam_tinggi, lepuh, luka_merah_di_sekitar_hidung,ketidakstabilan,,,,,,,,,,,,
Infeksi jamur,gatal, ruam_kulit, erupsi_kulit_nodul,bercak_diskromik,,,,,,,,,,,,,
Alergi, bersin_terus_menerus, menggigil, kedinginan, mata_berair,,,,,,,,,,,,,
GERD, sakit_perut, asam_lambung, bisul_di_lidah, muntah,, nyeri_dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual,, nyeri_perut, menguningnya_mata,,,,,,,,,,
Reaksi obat,gatal, ruam_kulit, sakit_perut, nyeri_saat_buang_air_kecil,,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan_pencernaan, kehilangan_nafsu_makan, nyeri_perut,,gatal_dalam,,,,,,,,,,,
AIDS, otot_menyusut, bercak_di_tenggorokan, demam_tinggi, hubungan_di_luar_nikah,,,,,,,,,,,,,
Diabetes , kelelahan, penurunan_berat_badan, gelisah, lesu,, penglihatan_blur_dan_terdistorsi, obesitas, rasa_lapar_berlebihan,peningkatan_nafsu_makan, poliuria,,,,,,,
Gastroenteritis, muntah, mata_cekung, dehidrasi, diare,,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam_tinggi, sesak_napas,, dahak_berlendir,,,,,,,,,,,
Hipertensi , sakit_kepala, nyeri_dada, pusing, kehilangan_keseimbangan,,,,,,,,,,,,,
Migrain, asam_lambung, gangguan_pencernaan, sakit_kepala, penglihatan_blur_dan_terdistorsi,, leher_kaku,depresi, mudah_marah, gangguan_visual,,,,,,,,
Spondilosis servikal, sakit_punggung, kelemahan_di_tungkai, sakit_leher, pusing,,,,,,,,,,,,,
Kelumpuhan (perdarahan otak), muntah, sakit_kepala, kelemahan_satu_sisi_tubuh, perubahan_sensorium,,,,,,,,,,,,,
Jaundice (penyakit kuning),gatal, muntah, kelelahan, penurunan_berat_badan,, kulit_kekuningan, urine_gelap, nyeri_perut,,,,,,,,,
Malaria, kedinginan, muntah, demam_tinggi, berkeringat,, mual, diare, nyeri_otot,,,,,,,,,
Cacar air,gatal, ruam_kulit, kelelahan, lesu,, sakit_kepala, kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,bintik_merah_di_seluruh_tubuh,,,,,,
Demam berdarah, ruam_kulit, kedinginan, nyeri_sendi, muntah,, demam_tinggi, sakit_kepala, mual, kehilangan_nafsu_makan, pain_behind_the_eyes, sakit_punggung, rasa_tidak_enak_badan, nyeri_otot,bintik_merah_di_seluruh_tubuh,,,
Tifus, kedinginan, muntah, kelelahan, demam_tinggi,, mual, sembelit, nyeri_perut, diare,tampak_toksik_(tifus),nyeri_perut,,,,,,
hepatitis A, nyeri_sendi, muntah, kulit_kekuningan, urine_gelap,, kehilangan_nafsu_makan, nyeri_perut, diare,demam_ringan, menguningnya_mata, nyeri_otot,,,,,,
Hepatitis B,gatal, kelelahan, lesu, kulit_kekuningan, lekukan_kecil_pada_kuku, kehilangan_nafsu_makan, nyeri_perut, urine_kuning, menguningnya_mata, rasa_tidak_enak_badan, menerima_transfusi_darah,menerima_suntikan_tidak_steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, lekukan_kecil_pada_kuku, riwayat_keluarga,,,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, kuku_meradang, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, kuku_meradang, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut, kuku_meradang, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, kuku_meradang, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, kuku_meradang, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, lekukan_kecil_pada_kuku, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah, lekukan_kecil_pada_kuku,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat, nyeri_dada, lekukan_kecil_pada_kuku,,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas, kerak_kuning_mengalir, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, kerak_kuning_mengalir, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah,, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat,, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul,, berjalan_sakit,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan,,,,,,,,,,,,,
Vertigo posisional paroksismal, muntah, sakit_kepala, mual, gerakan_putar,,ketidakstabilan,,,,,,,,,,,
Jerawat, ruam_kulit, jerawat_bernanah, komedo, bekas_luka,,,,,,,,,,,,,
Infeksi saluran kemih, nyeri_saat_buang_air_kecil, ketidaknyamanan_di_kandung_kemih,bau_air_kencing_yang_tidak_sedap, rasa_terus_menerus_ingin_buang_air_kecil, kerak_kuning_mengalir,,,,,,,,,,,,
Psoriasis, ruam_kulit, nyeri_sendi, kulit_mengelupas, debu_serupa_perak,, kuku_meradang,,,,,,,,,,,
Impetigo, ruam_kulit, demam_tinggi, lepuh, luka_merah_di_sekitar_hidung,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam_kulit, erupsi_kulit_nodul,bercak_diskromik,,,,,,,,,,,,,
Alergi, bersin_terus_menerus, menggigil, kedinginan, mata_berair,,,,,,,,,,,,,
GERD, sakit_perut, asam_lambung, bisul_di_lidah, muntah,, nyeri_dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual,, nyeri_perut, menguningnya_mata,,,,,,,,,,
Reaksi obat,gatal, ruam_kulit, sakit_perut, nyeri_saat_buang_air_kecil,,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan_pencernaan, kehilangan_nafsu_makan, nyeri_perut,,gatal_dalam,,,,,,,,,,,
AIDS, otot_menyusut, bercak_di_tenggorokan, demam_tinggi, hubungan_di_luar_nikah,,,,,,,,,,,,,
Diabetes , kelelahan, penurunan_berat_badan, gelisah, lesu,, penglihatan_blur_dan_terdistorsi, obesitas, rasa_lapar_berlebihan,peningkatan_nafsu_makan, poliuria,,,,,,,
Gastroenteritis, muntah, mata_cekung, dehidrasi, diare,,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam_tinggi, sesak_napas,, dahak_berlendir,,,,,,,,,,,
Hipertensi , sakit_kepala, nyeri_dada, pusing, kehilangan_keseimbangan,,,,,,,,,,,,,
Migrain, asam_lambung, gangguan_pencernaan, sakit_kepala, penglihatan_blur_dan_terdistorsi,, leher_kaku,depresi, mudah_marah, gangguan_visual,,,,,,,,
Spondilosis servikal, sakit_punggung, kelemahan_di_tungkai, sakit_leher, pusing,,,,,,,,,,,,,
Kelumpuhan (perdarahan otak), muntah, sakit_kepala, kelemahan_satu_sisi_tubuh, perubahan_sensorium,,,,,,,,,,,,,
Jaundice (penyakit kuning),gatal, muntah, kelelahan, penurunan_berat_badan,, kulit_kekuningan, urine_gelap, nyeri_perut,,,,,,,,,
Malaria, kedinginan, muntah, demam_tinggi, berkeringat,, mual, diare, nyeri_otot,,,,,,,,,
Cacar air,gatal, ruam_kulit, kelelahan, lesu,, sakit_kepala, kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,bintik_merah_di_seluruh_tubuh,,,,,,
Demam berdarah, ruam_kulit, kedinginan, nyeri_sendi, muntah,, demam_tinggi, sakit_kepala, mual, kehilangan_nafsu_makan, pain_behind_the_eyes, sakit_punggung, rasa_tidak_enak_badan, nyeri_otot,bintik_merah_di_seluruh_tubuh,,,
Tifus, kedinginan, muntah, kelelahan, demam_tinggi,, mual, sembelit, nyeri_perut, diare,tampak_toksik_(tifus),nyeri_perut,,,,,,
hepatitis A, nyeri_sendi, muntah, kulit_kekuningan, urine_gelap, batuk, kehilangan_nafsu_makan, nyeri_perut, diare,demam_ringan, menguningnya_mata, nyeri_otot,,,,,,
Hepatitis B,gatal, kelelahan, lesu, kulit_kekuningan, nyeri_dada, kehilangan_nafsu_makan, nyeri_perut, urine_kuning, menguningnya_mata, rasa_tidak_enak_badan, menerima_transfusi_darah,menerima_suntikan_tidak_steril,,,,,
Hepatitis C, kelelahan, kulit_kekuningan, mual, kehilangan_nafsu_makan, nyeri_dada, riwayat_keluarga,,,,,,,,,,,
Hepatitis D, nyeri_sendi, muntah, kelelahan, kulit_kekuningan, nyeri_dada, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,,,,,,,,
Hepatitis E, nyeri_sendi, muntah, kelelahan, demam_tinggi, nyeri_dada, urine_gelap, mual, kehilangan_nafsu_makan, nyeri_perut, menguningnya_mata,kegagalan_hati_akut, koma,perdarahan_lambung,,,,
Hepatitis alkoholik, muntah, kulit_kekuningan, nyeri_perut, pembengkakan_perut, batuk, riwayat_konsumsi_alkohol,kelebihan_cairan,,,,,,,,,,
Tuberkulosis (TBC), kedinginan, muntah, kelelahan, penurunan_berat_badan, nyeri_dada, demam_tinggi, sesak_napas, berkeringat, kehilangan_nafsu_makan,demam_ringan, menguningnya_mata,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak, nyeri_dada,darah_dalam_dahak,
Pilek, bersin_terus_menerus, kedinginan, kelelahan, batuk, nyeri_dada, sakit_kepala,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,dahak,iritasi_tenggorokan,kemerahan_mata, tekanan_sinus, hidung_meler, sumbatan_hidung, nyeri_dada, kehilangan_penciuman, nyeri_otot
Pneumonia, kedinginan, kelelahan, batuk, demam_tinggi, nyeri_dada, berkeringat, rasa_tidak_enak_badan,dahak, nyeri_dada,denyut_jantung_cepat,dahak_berkarat,,,,,,
Wasir (ambeien) dimorfik, sembelit, nyeri_saat_buang_air_besar, nyeri_di_area_anus,tinja_berdarah, nyeri_dada,,,,,,,,,,,,
Serangan jantung, muntah, sesak_napas, berkeringat, nyeri_dada, kehilangan_nafsu_makan,,,,,,,,,,,,
Varises, kelelahan, kram, memar, obesitas, nyeri_perut, pembuluh_darah_bengkak,vena_menonjol_di_betis,,,,,,,,,,
Hipotiroidisme, kelelahan, penambahan_berat_badan, tangan_dan_kaki_dingins, perubahan_suasana_hati, nyeri_perut, pusing,wajah_dan_mata_bengkak, kelenjar_tiroid_membesar, kuku_rapuh, ekstremitas_bengkak,depresi, mudah_marah,menstruasi_tidak_normal,,,,
Hipertiroidisme, kelelahan, perubahan_suasana_hati, penurunan_berat_badan, gelisah, nyeri_perut, diare,denyut_jantung_cepat, rasa_lapar_berlebihan, kelemahan_otot, mudah_marah,menstruasi_tidak_normal,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, nyeri_perut, mual, penglihatan_blur_dan_terdistorsi, rasa_lapar_berlebihan,bibir_kering_dan_terasa_kesemutan,bicara_tergagap, mudah_marah,jantung_berdebar,,,,,
Osteoartritis, nyeri_sendi, sakit_leher, nyeri_lutut,nyeri_sendi_panggul, nyeri_perut, berjalan_sakit,,,,,,,,,,,
Artritis, kelemahan_otot, leher_kaku, pembengkakan_sendi, kekakuan_gerakan, kehilangan_nafsu_makan,,,,,,,,,,,,
Vertigo posisional paroksismal, muntah, sakit_kepala, mual, gerakan_putar, kehilangan_nafsu_makan,ketidakstabilan,,,,,,,,,,,
Jerawat, ruam_kulit, jerawat_bernanah, komedo, bekas_luka, kehilangan_nafsu_makan,,,,,,,,,,,,
Infeksi saluran kemih, nyeri_saat_buang_air_kecil, ketidaknyamanan_di_kandung_kemih,bau_air_kencing_yang_tidak_sedap, rasa_terus_menerus_ingin_buang_air_kecil, kehilangan_nafsu_makan,,,,,,,,,,,,
Psoriasis, ruam_kulit, nyeri_sendi, kulit_mengelupas, debu_serupa_perak,bercak_saat_buang_air_kecil, kuku_meradang,,,,,,,,,,,
Impetigo, ruam_kulit, demam_tinggi, lepuh, luka_merah_di_sekitar_hidung,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam_kulit, erupsi_kulit_nodul,bercak_diskromik,,,,,,,,,,,,,
Alergi, bersin_terus_menerus, menggigil, kedinginan, mata_berair,,,,,,,,,,,,,
GERD, sakit_perut, asam_lambung, bisul_di_lidah, muntah,, nyeri_dada,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual,, nyeri_perut, menguningnya_mata,,,,,,,,,,
Reaksi obat,gatal, ruam_kulit, sakit_perut, nyeri_saat_buang_air_kecil,,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan_pencernaan, kehilangan_nafsu_makan, nyeri_perut,,gatal_dalam,,,,,,,,,,,
AIDS, otot_menyusut, bercak_di_tenggorokan, demam_tinggi, hubungan_di_luar_nikah,,,,,,,,,,,,,
Diabetes , kelelahan, penurunan_berat_badan, gelisah, lesu,, penglihatan_blur_dan_terdistorsi, obesitas, rasa_lapar_berlebihan,peningkatan_nafsu_makan, poliuria,,,,,,,
Gastroenteritis, muntah, mata_cekung, dehidrasi, diare,gatal_dalam,,,,,,,,,,,,
Asma bronkial, kelelahan, batuk, demam_tinggi, sesak_napas,gatal_dalam, dahak_berlendir,,,,,,,,,,,
Hipertensi , sakit_kepala, nyeri_dada, pusing, kehilangan_keseimbangan,gatal_dalam,,,,,,,,,,,,
Migrain, asam_lambung, gangguan_pencernaan, sakit_kepala, penglihatan_blur_dan_terdistorsi,gatal_dalam, leher_kaku,depresi, mudah_marah, gangguan_visual,,,,,,,,
Spondilosis servikal, sakit_punggung, kelemahan_di_tungkai, sakit_leher, pusing,gatal_dalam,,,,,,,,,,,,
Kelumpuhan (perdarahan otak), muntah, sakit_kepala, kelemahan_satu_sisi_tubuh, perubahan_sensorium,gatal_dalam,,,,,,,,,,,,
Jaundice (penyakit kuning),gatal, muntah, kelelahan, penurunan_berat_badan,gatal_dalam, kulit_kekuningan, urine_gelap, nyeri_perut,,,,,,,,,
Malaria, kedinginan, muntah, demam_tinggi, berkeringat, keluarnya_gas, mual, diare, nyeri_otot,,,,,,,,,
Cacar air,gatal, ruam_kulit, kelelahan, lesu, keluarnya_gas, sakit_kepala, kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_bengkak, rasa_tidak_enak_badan,bintik_merah_di_seluruh_tubuh,,,,,,
Demam berdarah, ruam_kulit, kedinginan, nyeri_sendi, muntah, keluarnya_gas, demam_tinggi, sakit_kepala, mual, kehilangan_nafsu_makan, pain_behind_the_eyes, sakit_punggung, rasa_tidak_enak_badan, nyeri_otot,bintik_merah_di_seluruh_tubuh,,,
